timespan_1,timespan_2,distance,drift_magnitude,p_value
1961-1970,2011-2018,5,6.926660431857938,0.0
1941-1950,1961-1970,2,7.330889195574863,0.008
1941-1950,2011-2018,7,10.033459915080824,0.008
1971-1980,2011-2018,4,6.605609138358857,0.017
1981-1990,2011-2018,3,6.387643482385817,0.017
1921-1930,2011-2018,9,8.64777996229954,0.018
1941-1950,1981-1990,4,7.664279793114437,0.018
1901-1910,1941-1950,4,10.312549165698451,0.02
1941-1950,1971-1980,3,7.731155391179194,0.033
1931-1940,2011-2018,8,7.326382043724815,0.039
