,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.285,0.178,0.488,0.53,0.662,0.406,0.596,0.386,0.297,0.264,0.228
1911-1920,0.285,0.0,0.175,0.236,0.353,0.187,0.315,0.105,0.123,0.048,0.086,0.049
1921-1930,0.178,0.175,0.0,0.464,0.41,0.081,0.366,0.301,0.308,0.262,0.11,0.066
1931-1940,0.488,0.236,0.464,0.0,0.481,0.249,0.4,0.882,0.302,0.553,0.085,0.068
1941-1950,0.53,0.353,0.41,0.481,0.0,0.905,0.957,0.967,0.964,0.367,0.77,0.509
1951-1960,0.662,0.187,0.081,0.249,0.905,0.0,0.74,0.427,0.511,0.185,0.6,0.511
1961-1970,0.406,0.315,0.366,0.4,0.957,0.74,0.0,0.71,0.74,0.512,0.613,0.304
1971-1980,0.596,0.105,0.301,0.882,0.967,0.427,0.71,0.0,0.644,0.928,0.366,0.491
1981-1990,0.386,0.123,0.308,0.302,0.964,0.511,0.74,0.644,0.0,0.472,0.995,0.606
1991-2000,0.297,0.048,0.262,0.553,0.367,0.185,0.512,0.928,0.472,0.0,0.294,0.705
2001-2010,0.264,0.086,0.11,0.085,0.77,0.6,0.613,0.366,0.995,0.294,0.0,0.445
2011-2018,0.228,0.049,0.066,0.068,0.509,0.511,0.304,0.491,0.606,0.705,0.445,0.0
