,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.137,0.258,0.538,0.39,0.16,0.631,0.183,0.191,0.238,0.108,0.11
1911-1920,0.137,0.0,0.286,0.953,0.173,0.493,0.921,0.418,0.746,0.578,0.398,0.878
1921-1930,0.258,0.286,0.0,0.527,0.215,0.275,0.378,0.322,0.495,0.222,0.037,0.085
1931-1940,0.538,0.953,0.527,0.0,0.535,0.595,0.862,0.268,0.513,0.432,0.257,0.694
1941-1950,0.39,0.173,0.215,0.535,0.0,0.821,0.258,0.351,0.2,0.719,0.331,0.048
1951-1960,0.16,0.493,0.275,0.595,0.821,0.0,0.226,0.365,0.158,0.88,0.131,0.049
1961-1970,0.631,0.921,0.378,0.862,0.258,0.226,0.0,0.146,0.489,0.226,0.042,0.603
1971-1980,0.183,0.418,0.322,0.268,0.351,0.365,0.146,0.0,0.215,0.537,0.327,0.038
1981-1990,0.191,0.746,0.495,0.513,0.2,0.158,0.489,0.215,0.0,0.21,0.09,0.53
1991-2000,0.238,0.578,0.222,0.432,0.719,0.88,0.226,0.537,0.21,0.0,0.427,0.094
2001-2010,0.108,0.398,0.037,0.257,0.331,0.131,0.042,0.327,0.09,0.427,0.0,0.034
2011-2018,0.11,0.878,0.085,0.694,0.048,0.049,0.603,0.038,0.53,0.094,0.034,0.0
