synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s7419,decke,1901-1910,1911-1920,0.4344710267567571,0.024838369037433423
s7419,decke,1911-1920,1921-1930,0.4803571258484659,0.011904851666769217
s7419,decke,1921-1930,1931-1940,0.4852115678902737,0.03307475359468058
s7419,decke,1931-1940,1941-1950,0.3484899283527835,0.021632104078044594
s7419,decke,1941-1950,1951-1960,0.4576608115014125,0.191864994277965
s7419,decke,1951-1960,1961-1970,0.8160290510555965,0.21885433927342599
s7419,decke,1961-1970,1971-1980,0.4295166621464363,0.057674425669722716
s7419,decke,1971-1980,1981-1990,0.5803770920117811,0.05706457887535629
s7419,decke,1981-1990,1991-2000,0.3088923355314655,0.05735470872763944
s7419,decke,1991-2000,2001-2010,0.5292320278017055,0.07054540134859133
