synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s47572,schimmel,1901-1910,1911-1920,1.8011781308903818,0.12799251126191213
s47572,schimmel,1911-1920,1921-1930,0.22585271836549559,0.026846114950589105
s47572,schimmel,1921-1930,1931-1940,0.6323462225531127,0.03526127741165491
s47572,schimmel,1931-1940,1941-1950,0.36682354926217553,0.05643239460690267
s47572,schimmel,1941-1950,1951-1960,1.170575407539485,0.10333105826700936
s47572,schimmel,1951-1960,1961-1970,0.38182078904745853,0.023533639699313394
s47572,schimmel,1961-1970,1971-1980,0.33070682134046137,0.04696404994170429
s47572,schimmel,1971-1980,1981-1990,0.5091163611468525,0.058859631060208834
s47572,schimmel,1981-1990,1991-2000,0.40584003830271703,0.06897389483853945
s47572,schimmel,1991-2000,2001-2010,0.4707935678754651,0.018788802128021743
