,1901-1910,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990
1901-1910,0.0,15.358099747988652,15.835405682610357,21.39881048233086,21.859445408778512,19.00296545791632,22.82614997385711
1931-1940,15.358099747988652,0.0,5.878611329523561,13.51196744425849,14.622039242316957,11.364065346664315,18.7583288705639
1941-1950,15.835405682610357,5.878611329523561,0.0,13.763771367549252,13.980147854588315,11.066303989185824,17.266873239731172
1951-1960,21.39881048233086,13.51196744425849,13.763771367549252,0.0,18.726324816202247,13.64277038221375,21.451987043525296
1961-1970,21.859445408778512,14.622039242316957,13.980147854588315,18.726324816202247,0.0,14.93799658539947,19.735919845291484
1971-1980,19.00296545791632,11.364065346664315,11.066303989185824,13.64277038221375,14.93799658539947,0.0,17.0703026853423
1981-1990,22.82614997385711,18.7583288705639,17.266873239731172,21.451987043525296,19.735919845291484,17.0703026853423,0.0
