,1921-1930,1931-1940,1991-2000,2001-2010,2011-2018
1921-1930,0.0,4.962427927458885,5.641531143537022,7.986624182831654,5.978287499379085
1931-1940,4.962427927458885,0.0,4.994394687403384,7.5317606593539645,4.917927589580047
1991-2000,5.641531143537022,4.994394687403384,0.0,7.2829552887311495,5.606055305493891
2001-2010,7.986624182831654,7.5317606593539645,7.2829552887311495,0.0,7.904063747636513
2011-2018,5.978287499379085,4.917927589580047,5.606055305493891,7.904063747636513,0.0
