timespan_1,timespan_2,distance,drift_magnitude,p_value
2001-2010,2011-2018,1,4.849408816199643,0.0
1991-2000,2011-2018,2,5.440961237138308,0.0
1981-1990,2011-2018,3,7.635669138033946,0.004
1981-1990,1991-2000,1,7.242801881704793,0.013
1951-1960,2001-2010,4,25.60657476464102,0.015
1991-2000,2001-2010,1,4.134086385140041,0.017
1981-1990,2001-2010,2,7.005783829339966,0.021
1961-1970,1981-1990,1,15.167288521517925,0.029
1951-1960,2011-2018,5,25.601303780146498,0.03
1951-1960,1991-2000,3,25.863779567963718,0.032
1961-1970,1991-2000,2,14.94094384932069,0.036
1941-1950,1991-2000,4,20.457964329916784,0.042
1941-1950,2001-2010,5,20.37696204849625,0.048
