,1901-1910,1941-1950,1951-1960,1961-1970,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,25.43225269808297,30.74559766008787,20.905489549042805,19.85392355889432,19.355910371098975,19.40071213622294,19.138648969324866
1941-1950,25.43225269808297,0.0,29.019679560715144,20.072218865894136,21.08554099571441,20.457964329916784,20.37696204849625,19.537101678679253
1951-1960,30.74559766008787,29.019679560715144,0.0,26.897438997039337,26.54560414798619,25.863779567963718,25.60657476464102,25.601303780146498
1961-1970,20.905489549042805,20.072218865894136,26.897438997039337,0.0,15.167288521517925,14.94094384932069,14.483366776921516,14.28067024004057
1981-1990,19.85392355889432,21.08554099571441,26.54560414798619,15.167288521517925,0.0,7.242801881704793,7.005783829339966,7.635669138033946
1991-2000,19.355910371098975,20.457964329916784,25.863779567963718,14.94094384932069,7.242801881704793,0.0,4.134086385140041,5.440961237138308
2001-2010,19.40071213622294,20.37696204849625,25.60657476464102,14.483366776921516,7.005783829339966,4.134086385140041,0.0,4.849408816199643
2011-2018,19.138648969324866,19.537101678679253,25.601303780146498,14.28067024004057,7.635669138033946,5.440961237138308,4.849408816199643,0.0
