synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s9426,universität,1901-1910,1911-1920,0.03348840430882186,0.21924190835201265
s9426,universität,1911-1920,1921-1930,0.00944546413825312,0.36974139161117975
s9426,universität,1921-1930,1931-1940,0.1589287144109954,1.3571893043375787
s9426,universität,1931-1940,1941-1950,0.019706842967439544,0.2671081647276547
s9426,universität,1941-1950,1951-1960,0.07709226844142733,0.17412305149636537
s9426,universität,1951-1960,1961-1970,0.07005163824930133,0.6787263833578696
s9426,universität,1961-1970,1971-1980,0.16936606375434732,1.379529195223938
s9426,universität,1971-1980,1981-1990,0.07228299858317032,0.12477070612558842
s9426,universität,1981-1990,1991-2000,0.32755076759531265,0.788451058376496
s9426,universität,1991-2000,2001-2010,0.03217970840970854,0.8098423386554227
