,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.305,0.759,0.929,0.657,0.127,0.233,0.003,0.123,0.468,0.103,0.035
1911-1920,0.305,0.0,0.628,0.406,0.278,0.446,0.502,0.425,0.454,0.407,0.498,0.437
1921-1930,0.759,0.628,0.0,0.94,0.465,0.537,0.659,0.186,0.342,0.641,0.383,0.358
1931-1940,0.929,0.406,0.94,0.0,0.702,0.417,0.382,0.12,0.506,0.634,0.428,0.339
1941-1950,0.657,0.278,0.465,0.702,0.0,0.123,0.223,0.027,0.315,0.611,0.273,0.102
1951-1960,0.127,0.446,0.537,0.417,0.123,0.0,0.795,0.81,0.324,0.189,0.332,0.854
1961-1970,0.233,0.502,0.659,0.382,0.223,0.795,0.0,0.426,0.35,0.463,0.356,0.639
1971-1980,0.003,0.425,0.186,0.12,0.027,0.81,0.426,0.0,0.027,0.009,0.034,0.765
1981-1990,0.123,0.454,0.342,0.506,0.315,0.324,0.35,0.027,0.0,0.282,0.95,0.236
1991-2000,0.468,0.407,0.641,0.634,0.611,0.189,0.463,0.009,0.282,0.0,0.204,0.061
2001-2010,0.103,0.498,0.383,0.428,0.273,0.332,0.356,0.034,0.95,0.204,0.0,0.221
2011-2018,0.035,0.437,0.358,0.339,0.102,0.854,0.639,0.765,0.236,0.061,0.221,0.0
