synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s11135,kartenspiel,1901-1910,1911-1920,0.02493273643301729,0.1653276417156734
s11135,kartenspiel,1911-1920,1921-1930,0.020179315342894563,0.24536718046224662
s11135,kartenspiel,1921-1930,1931-1940,0.07539586771226417,0.6428534433847077
s11135,kartenspiel,1931-1940,1941-1950,0.02851184970053905,0.14120062102391284
s11135,kartenspiel,1941-1950,1951-1960,0.019384550770480156,0.10683511833968533
s11135,kartenspiel,1951-1960,1961-1970,0.040309974648111056,0.13596419789005668
s11135,kartenspiel,1961-1970,1971-1980,0.07876801409276862,0.10695808989839105
s11135,kartenspiel,1971-1980,1981-1990,0.017389093396492597,0.186493405549926
s11135,kartenspiel,1981-1990,1991-2000,0.03278360012364108,0.0997355838217596
s11135,kartenspiel,1991-2000,2001-2010,0.011393951143097472,0.10300314814965646
