,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.089,0.01,0.389,0.077,0.14,0.188,0.051,0.029,0.019,0.216,0.053
1911-1920,0.089,0.0,0.403,0.443,0.503,0.253,0.188,0.189,0.413,0.245,0.457,0.245
1921-1930,0.01,0.403,0.0,0.105,0.648,0.041,0.1,0.453,0.475,0.444,0.297,0.259
1931-1940,0.389,0.443,0.105,0.0,0.219,0.653,0.811,0.109,0.073,0.176,0.73,0.272
1941-1950,0.077,0.503,0.648,0.219,0.0,0.335,0.172,0.617,0.387,0.518,0.392,0.335
1951-1960,0.14,0.253,0.041,0.653,0.335,0.0,0.893,0.122,0.058,0.026,0.384,0.064
1961-1970,0.188,0.188,0.1,0.811,0.172,0.893,0.0,0.102,0.099,0.116,0.202,0.141
1971-1980,0.051,0.189,0.453,0.109,0.617,0.122,0.102,0.0,0.607,0.331,0.141,0.322
1981-1990,0.029,0.413,0.475,0.073,0.387,0.058,0.099,0.607,0.0,0.166,0.244,0.2
1991-2000,0.019,0.245,0.444,0.176,0.518,0.026,0.116,0.331,0.166,0.0,0.407,0.52
2001-2010,0.216,0.457,0.297,0.73,0.392,0.384,0.202,0.141,0.244,0.407,0.0,0.545
2011-2018,0.053,0.245,0.259,0.272,0.335,0.064,0.141,0.322,0.2,0.52,0.545,0.0
