,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.608,0.137,0.375,0.233,0.214,0.657,0.639,0.199,0.029,0.259,0.165
1911-1920,0.608,0.0,0.878,0.516,0.994,0.858,0.349,0.872,0.701,0.833,0.49,0.97
1921-1930,0.137,0.878,0.0,0.149,0.566,0.302,0.155,0.174,0.252,0.185,0.209,0.396
1931-1940,0.375,0.516,0.149,0.0,0.173,0.08,0.564,0.197,0.076,0.032,0.093,0.051
1941-1950,0.233,0.994,0.566,0.173,0.0,0.493,0.129,0.407,0.448,0.215,0.427,0.692
1951-1960,0.214,0.858,0.302,0.08,0.493,0.0,0.187,0.573,0.788,0.228,0.555,0.572
1961-1970,0.657,0.349,0.155,0.564,0.129,0.187,0.0,0.461,0.088,0.014,0.227,0.047
1971-1980,0.639,0.872,0.174,0.197,0.407,0.573,0.461,0.0,0.615,0.164,0.574,0.34
1981-1990,0.199,0.701,0.252,0.076,0.448,0.788,0.088,0.615,0.0,0.292,0.575,0.558
1991-2000,0.029,0.833,0.185,0.032,0.215,0.228,0.014,0.164,0.292,0.0,0.065,0.493
2001-2010,0.259,0.49,0.209,0.093,0.427,0.555,0.227,0.574,0.575,0.065,0.0,0.522
2011-2018,0.165,0.97,0.396,0.051,0.692,0.572,0.047,0.34,0.558,0.493,0.522,0.0
