synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s25993,klappe,1901-1910,1911-1920,0.016346605556996456,0.16164980063627135
s25993,klappe,1911-1920,1921-1930,0.02954773734616422,0.09626749554112113
s25993,klappe,1921-1930,1931-1940,0.03619944939920402,0.07578085869794852
s25993,klappe,1931-1940,1941-1950,0.08360700881365032,0.18844498714962676
s25993,klappe,1941-1950,1951-1960,0.08244358453657132,0.11928857417261962
s25993,klappe,1951-1960,1961-1970,0.020558144099582017,0.11286694654864468
s25993,klappe,1961-1970,1971-1980,0.0785970363449963,0.08989873452950309
s25993,klappe,1971-1980,1981-1990,0.018879941129995897,0.1542439865933467
s25993,klappe,1981-1990,1991-2000,0.034408351462271794,0.05612154919427175
s25993,klappe,1991-2000,2001-2010,0.016562485938298975,0.12538700600437677
