,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.621,0.018,0.797,0.025,0.477,0.289,0.039,0.038,0.034,0.083,0.824
1911-1920,0.621,0.0,0.1,0.194,0.03,0.29,0.059,0.026,0.014,0.033,0.023,0.093
1921-1930,0.018,0.1,0.0,0.005,0.153,0.178,0.011,0.137,0.002,0.382,0.003,0.003
1931-1940,0.797,0.194,0.005,0.0,0.014,0.931,0.212,0.016,0.029,0.006,0.177,0.454
1941-1950,0.025,0.03,0.153,0.014,0.0,0.556,0.051,0.254,0.275,0.729,0.075,0.017
1951-1960,0.477,0.29,0.178,0.931,0.556,0.0,0.79,0.438,0.798,0.43,0.818,0.836
1961-1970,0.289,0.059,0.011,0.212,0.051,0.79,0.0,0.162,0.169,0.042,0.171,0.579
1971-1980,0.039,0.026,0.137,0.016,0.254,0.438,0.162,0.0,0.274,0.28,0.047,0.063
1981-1990,0.038,0.014,0.002,0.029,0.275,0.798,0.169,0.274,0.0,0.122,0.462,0.043
1991-2000,0.034,0.033,0.382,0.006,0.729,0.43,0.042,0.28,0.122,0.0,0.054,0.024
2001-2010,0.083,0.023,0.003,0.177,0.075,0.818,0.171,0.047,0.462,0.054,0.0,0.144
2011-2018,0.824,0.093,0.003,0.454,0.017,0.836,0.579,0.063,0.043,0.024,0.144,0.0
