,1901-1910,1911-1920,1921-1930,1931-1940,1951-1960
1901-1910,0.0,106.95335742996002,85.3208591060775,108.65865216831914,95.41751106598232
1911-1920,106.95335742996002,0.0,103.96081271217233,125.37949524562494,73.86308727899987
1921-1930,85.3208591060775,103.96081271217233,0.0,85.6700177628842,94.69275304795978
1931-1940,108.65865216831914,125.37949524562494,85.6700177628842,0.0,123.40943865817977
1951-1960,95.41751106598232,73.86308727899987,94.69275304795978,123.40943865817977,0.0
