,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010
1901-1910,0.0,15.937748174299998,13.659776972373674,17.533343260018935,14.632499985896676,20.193696499414077,13.821659185484842,13.207209121161199,13.06213668849935,15.102583786781365
1911-1920,15.937748174299998,0.0,12.85428309401841,17.185936278703863,14.349584735470504,18.89271065067598,14.674588706130507,12.769740863853217,12.906243709786589,14.802544914773348
1921-1930,13.659776972373674,12.85428309401841,0.0,15.124603193205239,13.466489300034802,17.649205506735655,12.725855997948035,11.206737557603153,10.376818115747982,12.84723644635568
1931-1940,17.533343260018935,17.185936278703863,15.124603193205239,0.0,17.25258363504885,20.94856364050425,16.266894399565032,15.56296552799507,14.808937730683148,16.808426587224254
1941-1950,14.632499985896676,14.349584735470504,13.466489300034802,17.25258363504885,0.0,18.179827978617993,12.869808426955741,12.704940324863376,12.058926396936007,14.821808533121134
1951-1960,20.193696499414077,18.89271065067598,17.649205506735655,20.94856364050425,18.179827978617993,0.0,18.62940259038619,17.403791892687078,17.205666675112226,18.97772141464363
1961-1970,13.821659185484842,14.674588706130507,12.725855997948035,16.266894399565032,12.869808426955741,18.62940259038619,0.0,10.716884126899592,11.392525745427555,13.658493680233418
1971-1980,13.207209121161199,12.769740863853217,11.206737557603153,15.56296552799507,12.704940324863376,17.403791892687078,10.716884126899592,0.0,10.122616608042645,12.766949135380884
1981-1990,13.06213668849935,12.906243709786589,10.376818115747982,14.808937730683148,12.058926396936007,17.205666675112226,11.392525745427555,10.122616608042645,0.0,12.547474817829562
2001-2010,15.102583786781365,14.802544914773348,12.84723644635568,16.808426587224254,14.821808533121134,18.97772141464363,13.658493680233418,12.766949135380884,12.547474817829562,0.0
