,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.0,0.017,0.0,0.0,0.218,0.115,0.699,0.0,0.109,0.0,0.001
1911-1920,0.0,0.0,0.0,0.0,0.108,0.998,0.191,0.16,0.0,0.001,0.0,0.0
1921-1930,0.017,0.0,0.0,0.139,0.074,0.478,0.267,0.328,0.0,0.041,0.001,0.005
1931-1940,0.0,0.0,0.139,0.0,0.143,0.929,0.64,0.227,0.0,0.02,0.0,0.002
1941-1950,0.0,0.108,0.074,0.143,0.0,0.992,0.391,0.515,0.0,0.028,0.0,0.002
1951-1960,0.218,0.998,0.478,0.929,0.992,0.0,0.825,0.542,0.073,0.055,0.004,0.07
1961-1970,0.115,0.191,0.267,0.64,0.391,0.825,0.0,0.172,0.026,0.057,0.006,0.323
1971-1980,0.699,0.16,0.328,0.227,0.515,0.542,0.172,0.0,0.141,0.43,0.085,0.113
1981-1990,0.0,0.0,0.0,0.0,0.0,0.073,0.026,0.141,0.0,0.051,0.004,0.05
1991-2000,0.109,0.001,0.041,0.02,0.028,0.055,0.057,0.43,0.051,0.0,0.87,0.298
2001-2010,0.0,0.0,0.001,0.0,0.0,0.004,0.006,0.085,0.004,0.87,0.0,0.245
2011-2018,0.001,0.0,0.005,0.002,0.002,0.07,0.323,0.113,0.05,0.298,0.245,0.0
