timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1911-1920,1,6.309852037028038,0.0
1901-1910,1931-1940,3,4.182217090563355,0.0
1901-1910,1941-1950,4,4.381630592984693,0.0
1901-1910,1981-1990,8,8.147697133600312,0.0
1911-1920,1921-1930,1,4.9915246598239404,0.0
1901-1910,2001-2010,10,6.88218222221061,0.0
1911-1920,1981-1990,7,8.427509826760916,0.0
1911-1920,1931-1940,2,4.355880665176233,0.0
1921-1930,1981-1990,6,7.749800628915762,0.0
1911-1920,2011-2018,10,8.129237321812003,0.0
1911-1920,2001-2010,9,9.80626765963796,0.0
1931-1940,1981-1990,5,7.009149195253846,0.0
1941-1950,1981-1990,4,7.758788189958867,0.0
1941-1950,2001-2010,6,8.21557794967949,0.0
1931-1940,2001-2010,7,7.465954522799132,0.0
1901-1910,2011-2018,11,6.421675731387896,0.001
1911-1920,1991-2000,8,10.372533135598914,0.001
1921-1930,2001-2010,8,7.29544611948263,0.001
1931-1940,2011-2018,8,5.816724274707314,0.002
1941-1950,2011-2018,7,6.875232567045582,0.002
1951-1960,2001-2010,5,9.565820101690722,0.004
1981-1990,2001-2010,2,6.742865462299484,0.004
1921-1930,2011-2018,9,5.993471007703879,0.005
1961-1970,2001-2010,4,8.632150079719723,0.006
1901-1910,1921-1930,2,3.361693302744515,0.017
1931-1940,1991-2000,6,8.092810505943989,0.02
1961-1970,1981-1990,2,9.11712897793695,0.026
1941-1950,1991-2000,5,8.485476347069161,0.028
1921-1930,1991-2000,7,7.478547715176045,0.041
