,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1901-1910,0.0,141.4524381186655,118.64528407550435,142.666298312774,135.26454152583426,189.79830480853906,218.35595364317956,222.2963098027382,227.9830879333928,365.57059751507757,166.37479802238846
1911-1920,141.4524381186655,0.0,159.9942429513865,160.5256711041277,147.34936538441525,221.7465837837527,242.1809849420852,241.3399083576691,244.86939271430788,391.5458142740692,212.37735948654614
1921-1930,118.64528407550435,159.9942429513865,0.0,137.87052248899974,133.8563659599164,212.5710924978706,204.61186554706077,207.67622088894495,218.00250419827378,382.2583434900022,171.99949628129522
1931-1940,142.666298312774,160.5256711041277,137.87052248899974,0.0,111.2562755200637,218.78057739007025,197.23877450324713,204.77576770723533,217.29486205213843,386.6562600306409,183.1204006035024
1941-1950,135.26454152583426,147.34936538441525,133.8563659599164,111.2562755200637,0.0,215.80672795658685,203.29204092085976,215.18067979082247,226.80621227627395,382.8803786182759,181.13649869342518
1951-1960,189.79830480853906,221.7465837837527,212.5710924978706,218.78057739007025,215.80672795658685,0.0,277.0980111354746,289.650844232502,270.16443547265544,369.99463497433777,205.69968461665326
1961-1970,218.35595364317956,242.1809849420852,204.61186554706077,197.23877450324713,203.29204092085976,277.0980111354746,0.0,250.88531668183006,270.07171057983874,389.4407172142674,220.97196808346735
1971-1980,222.2963098027382,241.3399083576691,207.67622088894495,204.77576770723533,215.18067979082247,289.650844232502,250.88531668183006,0.0,279.9306524009714,429.9718677301338,250.82635115604637
1981-1990,227.9830879333928,244.86939271430788,218.00250419827378,217.29486205213843,226.80621227627395,270.16443547265544,270.07171057983874,279.9306524009714,0.0,408.7149979734714,249.16951737916094
2001-2010,365.57059751507757,391.5458142740692,382.2583434900022,386.6562600306409,382.8803786182759,369.99463497433777,389.4407172142674,429.9718677301338,408.7149979734714,0.0,358.28361806863336
2011-2018,166.37479802238846,212.37735948654614,171.99949628129522,183.1204006035024,181.13649869342518,205.69968461665326,220.97196808346735,250.82635115604637,249.16951737916094,358.28361806863336,0.0
