,1901-1910,1911-1920,1921-1930,1931-1940,1951-1960
1901-1910,0.0,32.298771781713825,16.412921826267798,15.748476712160448,12.474705328679278
1911-1920,32.298771781713825,0.0,20.95211196714891,30.690239389288987,32.59130352067018
1921-1930,16.412921826267798,20.95211196714891,0.0,16.257794886257628,16.210511725546098
1931-1940,15.748476712160448,30.690239389288987,16.257794886257628,0.0,16.476005371012537
1951-1960,12.474705328679278,32.59130352067018,16.210511725546098,16.476005371012537,0.0
