timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1951-1960,5,6.381587261907799,0.0
1901-1910,1971-1980,7,7.293185861522265,0.0
1911-1920,1971-1980,6,6.35397353619067,0.0
1901-1910,2011-2018,11,5.423100026032045,0.0
1911-1920,1981-1990,7,4.938595714001995,0.0
1921-1930,1971-1980,5,5.831259963653549,0.0
1921-1930,1981-1990,6,4.216805870463802,0.0
1911-1920,2011-2018,10,4.439669708841244,0.0
1931-1940,1971-1980,4,3.865804337647774,0.0
1971-1980,1991-2000,2,5.412549161910872,0.0
1971-1980,2011-2018,4,4.955423114072513,0.0
1971-1980,2001-2010,3,4.693536758581242,0.0
1981-1990,1991-2000,1,4.309965140986839,0.0
1901-1910,1981-1990,8,5.6658808006107835,0.001
1901-1910,1931-1940,3,4.477910302393869,0.001
1941-1950,1971-1980,3,3.7222001781333955,0.002
1911-1920,1961-1970,5,5.5429115075684905,0.002
1911-1920,1931-1940,2,3.4255244886773957,0.002
1901-1910,1961-1970,6,6.2565582126420205,0.003
1911-1920,1941-1950,3,3.5413335256940295,0.003
1901-1910,2001-2010,10,4.866262609277044,0.003
1911-1920,2001-2010,9,3.6468466999964244,0.004
1911-1920,1951-1960,4,5.117555955575773,0.004
1901-1910,1941-1950,4,4.542996509129793,0.005
1921-1930,2011-2018,9,3.7588448546066315,0.005
1971-1980,1981-1990,1,3.564084748088185,0.006
1921-1930,1961-1970,4,4.906340010143902,0.007
1921-1930,1951-1960,3,4.70822623319056,0.008
1961-1970,1991-2000,3,4.758160786271967,0.01
1921-1930,2001-2010,8,3.160737087341911,0.011
1901-1910,1991-2000,9,4.359498560894361,0.014
1931-1940,1991-2000,6,3.05090693862041,0.015
1921-1930,1941-1950,2,3.013471034227354,0.015
1991-2000,2011-2018,2,3.444633858489394,0.019
1921-1930,1931-1940,1,2.7172373371797334,0.021
1931-1940,2011-2018,8,2.9662256205000888,0.021
1941-1950,1991-2000,5,3.187625783783317,0.024
1961-1970,1971-1980,1,3.604446122759844,0.031
1941-1950,2011-2018,7,3.2313320192315014,0.033
1931-1940,2001-2010,7,2.6142097012133516,0.038
1911-1920,1991-2000,8,3.135459273886351,0.04
1951-1960,1971-1980,2,3.627642815930701,0.041
