,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.753,0.036,0.844,0.547,0.211,0.021,0.469,0.294,0.277,0.518,0.548
1911-1920,0.753,0.0,0.024,0.468,0.982,0.464,0.008,0.913,0.474,0.171,0.409,0.492
1921-1930,0.036,0.024,0.0,0.501,0.056,0.179,0.757,0.009,0.016,0.008,0.066,0.044
1931-1940,0.844,0.468,0.501,0.0,0.944,0.852,0.643,0.693,0.477,0.106,0.773,0.528
1941-1950,0.547,0.982,0.056,0.944,0.0,0.677,0.34,0.972,0.441,0.101,0.62,0.63
1951-1960,0.211,0.464,0.179,0.852,0.677,0.0,0.417,0.8,0.246,0.092,0.477,0.25
1961-1970,0.021,0.008,0.757,0.643,0.34,0.417,0.0,0.034,0.011,0.002,0.153,0.012
1971-1980,0.469,0.913,0.009,0.693,0.972,0.8,0.034,0.0,0.86,0.356,0.718,0.658
1981-1990,0.294,0.474,0.016,0.477,0.441,0.246,0.011,0.86,0.0,0.597,0.834,0.728
1991-2000,0.277,0.171,0.008,0.106,0.101,0.092,0.002,0.356,0.597,0.0,0.841,0.389
2001-2010,0.518,0.409,0.066,0.773,0.62,0.477,0.153,0.718,0.834,0.841,0.0,0.969
2011-2018,0.548,0.492,0.044,0.528,0.63,0.25,0.012,0.658,0.728,0.389,0.969,0.0
