timespan_1,timespan_2,distance,drift_magnitude,p_value
1961-1970,1991-2000,3,9.821065030226707,0.002
1911-1920,1961-1970,5,8.135042102608827,0.008
1921-1930,1991-2000,7,13.387068567357357,0.008
1921-1930,1971-1980,5,12.826609529121685,0.009
1961-1970,1981-1990,2,8.93693684698996,0.011
1961-1970,2011-2018,5,8.982833475244792,0.012
1921-1930,1981-1990,6,12.474149140687206,0.016
1901-1910,1961-1970,6,7.8068561900025975,0.021
1911-1920,1921-1930,1,11.630439566172797,0.024
1961-1970,1971-1980,1,8.742117684459846,0.034
1901-1910,1921-1930,2,10.831649775889753,0.036
1921-1930,2011-2018,9,12.295839024723053,0.044
