,1901-1910,1911-1920,1921-1930,1931-1940,1951-1960
1901-1910,0.0,25.03059477965421,14.843128056534423,17.648419308969366,11.374593390331526
1911-1920,25.03059477965421,0.0,15.927717748285202,23.439257885543906,23.401510566977425
1921-1930,14.843128056534423,15.927717748285202,0.0,15.041754012868608,12.865458047664822
1931-1940,17.648419308969366,23.439257885543906,15.041754012868608,0.0,15.286803369548881
1951-1960,11.374593390331526,23.401510566977425,12.865458047664822,15.286803369548881,0.0
