synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10919,diarium,1901-1910,1911-1920,0.011281940112830662,0.17816440818739865
s10919,diarium,1911-1920,1921-1930,0.010461050029874751,0.4054569342484898
s10919,diarium,1921-1930,1931-1940,0.006831736883221758,0.56015733079041
s10919,diarium,1931-1940,1941-1950,0.006629024565761579,0.21810253261691465
s10919,diarium,1941-1950,1951-1960,0.0122625505736379,0.15272440087395864
s10919,diarium,1951-1960,1961-1970,0.01120535449572247,0.32558776293605174
s10919,diarium,1961-1970,1971-1980,0.007018599213403365,0.23638038753251642
s10919,diarium,1971-1980,1981-1990,0.011460445754940067,0.09736469520329727
s10919,diarium,1981-1990,1991-2000,0.012875061185637807,0.07424562309004808
s10919,diarium,1991-2000,2001-2010,0.018931460137622595,0.7306294491852307
