,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.068,0.38,0.319,0.0,0.001,0.01,0.0,0.0,0.002,0.0,0.011
1911-1920,0.068,0.0,0.876,0.44,0.0,0.0,0.034,0.0,0.018,0.0,0.031,0.004
1921-1930,0.38,0.876,0.0,0.737,0.1,0.015,0.318,0.156,0.106,0.055,0.181,0.022
1931-1940,0.319,0.44,0.737,0.0,0.007,0.037,0.067,0.025,0.648,0.073,0.223,0.534
1941-1950,0.0,0.0,0.1,0.007,0.0,0.0,0.009,0.001,0.0,0.0,0.0,0.003
1951-1960,0.001,0.0,0.015,0.037,0.0,0.0,0.009,0.492,0.012,0.875,0.0,0.484
1961-1970,0.01,0.034,0.318,0.067,0.009,0.009,0.0,0.127,0.148,0.054,0.042,0.485
1971-1980,0.0,0.0,0.156,0.025,0.001,0.492,0.127,0.0,0.073,0.69,0.046,0.594
1981-1990,0.0,0.018,0.106,0.648,0.0,0.012,0.148,0.073,0.0,0.047,0.271,0.37
1991-2000,0.002,0.0,0.055,0.073,0.0,0.875,0.054,0.69,0.047,0.0,0.027,0.748
2001-2010,0.0,0.031,0.181,0.223,0.0,0.0,0.042,0.046,0.271,0.027,0.0,0.065
2011-2018,0.011,0.004,0.022,0.534,0.003,0.484,0.485,0.594,0.37,0.748,0.065,0.0
