event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1911-1920,1991-2000,12.389962571214381,0.029,6,"1921-1930,1931-1940,1941-1950,1961-1970,1981-1990,1991-2000",sudden_shift
1,1921-1930,1991-2000,11.727356391555846,0.015,5,"1931-1940,1941-1950,1961-1970,1981-1990,1991-2000",sudden_shift
2,1931-1940,1991-2000,13.366644116561883,0.018,4,"1941-1950,1961-1970,1981-1990,1991-2000",sudden_shift
