synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s30016,kurs,1901-1910,1911-1920,0.46767671312993325,0.0775818085967937
s30016,kurs,1911-1920,1921-1930,0.6961584146209601,0.11641033092954518
s30016,kurs,1921-1930,1931-1940,0.16865430901829945,0.06071843776128182
s30016,kurs,1931-1940,1941-1950,0.9025030879292215,0.40288938980759864
s30016,kurs,1941-1950,1951-1960,0.3710822395792562,0.03718589960445185
s30016,kurs,1951-1960,1961-1970,0.11589436276214282,0.039363042503923876
s30016,kurs,1961-1970,1971-1980,0.22566551596740914,0.07013146363336238
s30016,kurs,1971-1980,1981-1990,0.40598554322163055,0.05963168748646283
s30016,kurs,1981-1990,1991-2000,1.3595105342722051,0.18897000196128005
s30016,kurs,1991-2000,2001-2010,1.7573384977821598,0.3752444850851567
