synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s15791,block,1901-1910,1911-1920,0.02146445108493416,0.508192647766875
s15791,block,1911-1920,1921-1930,0.07772330093281715,1.043134734713848
s15791,block,1921-1930,1931-1940,0.05383413271083554,0.31334919682722356
s15791,block,1931-1940,1941-1950,0.08786263051861926,0.16596287604214374
s15791,block,1941-1950,1951-1960,0.07871794105441647,0.8569547825677972
s15791,block,1951-1960,1961-1970,0.0710371218549047,0.8701058088164749
s15791,block,1961-1970,1971-1980,0.059320042031307224,0.20773301800339428
s15791,block,1971-1980,1981-1990,0.014843250367903238,0.3759958091012498
s15791,block,1981-1990,1991-2000,0.031042390165794128,0.44677654709101294
s15791,block,1991-2000,2001-2010,0.021541304007215937,0.47145765157932584
