,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1911-1920,0.0,126.08319127069821,116.31186609784397,118.42058188616029,177.74252466025274,202.9643578772242,233.83578428590778,200.74923879819616,175.3993594836514,212.7428303132576
1921-1930,126.08319127069821,0.0,130.75578603660128,133.01750327793013,161.4329991379087,176.77880629355838,255.3683441204126,224.42975973758212,195.36710904375397,237.41691576930486
1931-1940,116.31186609784397,130.75578603660128,0.0,129.82723440289786,153.8064607705847,174.41456774141295,227.96251856483485,190.71622110192553,174.9702522624303,194.4671649523538
1941-1950,118.42058188616029,133.01750327793013,129.82723440289786,0.0,203.1881151520833,221.03016623701873,224.8903332845654,189.72855247247196,157.75725995914505,201.86997990322163
1951-1960,177.74252466025274,161.4329991379087,153.8064607705847,203.1881151520833,0.0,139.54929401687033,289.1218860664884,259.77015581011943,256.3433099893201,272.44820377399975
1961-1970,202.9643578772242,176.77880629355838,174.41456774141295,221.03016623701873,139.54929401687033,0.0,307.48714655356434,270.5420010057213,275.009936396531,283.511926771802
1971-1980,233.83578428590778,255.3683441204126,227.96251856483485,224.8903332845654,289.1218860664884,307.48714655356434,0.0,167.41976923915576,190.15657367583103,201.80625070021523
1981-1990,200.74923879819616,224.42975973758212,190.71622110192553,189.72855247247196,259.77015581011943,270.5420010057213,167.41976923915576,0.0,147.2732313159271,148.53934184632922
2001-2010,175.3993594836514,195.36710904375397,174.9702522624303,157.75725995914505,256.3433099893201,275.009936396531,190.15657367583103,147.2732313159271,0.0,159.14423300993386
2011-2018,212.7428303132576,237.41691576930486,194.4671649523538,201.86997990322163,272.44820377399975,283.511926771802,201.80625070021523,148.53934184632922,159.14423300993386,0.0
