,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1901-1910,0.0,0.695,0.511,0.203,0.902,0.108,0.206,0.255,0.181,0.93,0.72
1911-1920,0.695,0.0,0.226,0.083,0.494,0.061,0.091,0.098,0.075,0.404,0.361
1921-1930,0.511,0.226,0.0,0.092,0.26,0.12,0.091,0.106,0.052,0.216,0.159
1931-1940,0.203,0.083,0.092,0.0,0.26,0.546,0.097,0.975,0.342,0.128,0.082
1941-1950,0.902,0.494,0.26,0.26,0.0,0.09,0.256,0.321,0.264,0.983,0.922
1951-1960,0.108,0.061,0.12,0.546,0.09,0.0,0.059,0.529,0.142,0.038,0.02
1961-1970,0.206,0.091,0.091,0.097,0.256,0.059,0.0,0.203,0.625,0.163,0.319
1971-1980,0.255,0.098,0.106,0.975,0.321,0.529,0.203,0.0,0.528,0.177,0.136
1981-1990,0.181,0.075,0.052,0.342,0.264,0.142,0.625,0.528,0.0,0.235,0.169
2001-2010,0.93,0.404,0.216,0.128,0.983,0.038,0.163,0.177,0.235,0.0,0.74
2011-2018,0.72,0.361,0.159,0.082,0.922,0.02,0.319,0.136,0.169,0.74,0.0
