,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.873,1.0,0.316,1.0,0.332,0.79,1.0,0.499
1911-1920,0.873,0.0,0.42,0.229,1.0,0.242,0.572,0.838,0.875
1921-1930,1.0,0.42,0.0,0.324,1.0,0.358,0.809,1.0,0.509
1931-1940,0.316,0.229,0.324,0.0,0.337,0.35,0.322,0.326,0.515
1941-1950,1.0,1.0,1.0,0.337,0.0,0.669,0.792,1.0,0.534
1951-1960,0.332,0.242,0.358,0.35,0.669,0.0,0.406,0.355,0.499
1991-2000,0.79,0.572,0.809,0.322,0.792,0.406,0.0,0.799,0.747
2001-2010,1.0,0.838,1.0,0.326,1.0,0.355,0.799,0.0,0.719
2011-2018,0.499,0.875,0.509,0.515,0.534,0.499,0.747,0.719,0.0
