,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.423,0.442,0.733,0.578,0.631,0.83,0.48,0.245,0.335,0.664,0.443
1911-1920,0.423,0.0,0.269,0.092,0.085,0.144,0.131,0.249,0.084,0.048,0.15,0.096
1921-1930,0.442,0.269,0.0,0.395,0.247,0.42,0.312,0.316,0.738,0.524,0.278,0.533
1931-1940,0.733,0.092,0.395,0.0,0.841,0.668,0.885,0.401,0.391,0.796,0.746,0.422
1941-1950,0.578,0.085,0.247,0.841,0.0,0.971,0.908,0.352,0.227,0.343,0.464,0.384
1951-1960,0.631,0.144,0.42,0.668,0.971,0.0,0.999,0.439,0.426,0.581,0.675,0.753
1961-1970,0.83,0.131,0.312,0.885,0.908,0.999,0.0,0.575,0.565,0.691,0.79,0.827
1971-1980,0.48,0.249,0.316,0.401,0.352,0.439,0.575,0.0,0.555,0.282,0.558,0.725
1981-1990,0.245,0.084,0.738,0.391,0.227,0.426,0.565,0.555,0.0,0.557,0.237,0.845
1991-2000,0.335,0.048,0.524,0.796,0.343,0.581,0.691,0.282,0.557,0.0,0.488,0.759
2001-2010,0.664,0.15,0.278,0.746,0.464,0.675,0.79,0.558,0.237,0.488,0.0,0.569
2011-2018,0.443,0.096,0.533,0.422,0.384,0.753,0.827,0.725,0.845,0.759,0.569,0.0
