,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.516,0.786,0.409,0.516,0.991,0.63,0.7,0.602,0.867,0.209,0.342
1911-1920,0.516,0.0,0.331,0.624,0.624,0.465,0.042,0.646,0.794,0.608,0.394,0.119
1921-1930,0.786,0.331,0.0,0.233,0.75,0.735,0.223,0.62,0.768,0.95,0.171,0.458
1931-1940,0.409,0.624,0.233,0.0,0.377,0.554,0.252,0.464,0.588,0.333,0.347,0.081
1941-1950,0.516,0.624,0.75,0.377,0.0,0.657,0.218,0.8,0.814,0.719,0.225,0.379
1951-1960,0.991,0.465,0.735,0.554,0.657,0.0,0.99,0.978,0.624,0.894,0.149,0.229
1961-1970,0.63,0.042,0.223,0.252,0.218,0.99,0.0,0.858,0.471,0.117,0.112,0.163
1971-1980,0.7,0.646,0.62,0.464,0.8,0.978,0.858,0.0,0.767,0.689,0.281,0.327
1981-1990,0.602,0.794,0.768,0.588,0.814,0.624,0.471,0.767,0.0,0.379,0.24,0.571
1991-2000,0.867,0.608,0.95,0.333,0.719,0.894,0.117,0.689,0.379,0.0,0.163,0.13
2001-2010,0.209,0.394,0.171,0.347,0.225,0.149,0.112,0.281,0.24,0.163,0.0,0.522
2011-2018,0.342,0.119,0.458,0.081,0.379,0.229,0.163,0.327,0.571,0.13,0.522,0.0
