timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,2011-2018,11,9.209322248490125,0.0
1911-1920,2011-2018,10,11.075972115105063,0.0
1911-1920,2001-2010,9,10.726913275512274,0.0
1911-1920,1991-2000,8,7.745145819996408,0.0
1931-1940,1991-2000,6,9.264526994280363,0.0
1931-1940,2001-2010,7,11.974787122862098,0.0
1931-1940,2011-2018,8,11.968555451125413,0.0
1921-1930,2011-2018,9,10.564855780509527,0.0
1941-1950,1991-2000,5,8.728116925179403,0.0
1971-1980,2011-2018,4,9.043266819447116,0.0
1991-2000,2011-2018,2,8.351711838568027,0.0
1981-1990,2011-2018,3,8.356604967471755,0.0
1971-1980,2001-2010,3,9.1867094481761,0.0
1951-1960,2011-2018,6,8.707862796423395,0.0
1941-1950,2011-2018,7,11.208242887573158,0.0
1941-1950,2001-2010,6,10.96692144101054,0.0
1901-1910,2001-2010,10,8.947872326702326,0.001
1981-1990,1991-2000,1,6.684876946248561,0.002
1961-1970,2011-2018,5,8.339514207547282,0.003
1991-2000,2001-2010,1,7.981531852459955,0.003
1921-1930,2001-2010,8,10.241484234464384,0.003
1981-1990,2001-2010,2,8.24642188748596,0.004
1971-1980,1991-2000,2,7.157789484448316,0.004
1951-1960,2001-2010,5,8.405431615953528,0.005
1901-1910,1991-2000,9,5.986844616943686,0.012
1951-1960,1991-2000,4,6.286376084006127,0.012
1961-1970,1991-2000,3,6.878443139184908,0.022
1921-1930,1991-2000,7,6.987113297428237,0.024
1931-1940,1981-1990,5,6.011868709593794,0.038
1901-1910,1931-1940,3,5.960186924147011,0.039
1931-1940,1951-1960,2,6.072779071887161,0.049
