,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.469,0.841,0.039,0.079,0.934,0.448,0.494,0.56,0.012,0.001,0.0
1911-1920,0.469,0.0,0.633,0.242,0.227,0.194,0.184,0.114,0.077,0.0,0.0,0.0
1921-1930,0.841,0.633,0.0,0.114,0.29,0.564,0.476,0.504,0.295,0.024,0.003,0.0
1931-1940,0.039,0.242,0.114,0.0,0.923,0.049,0.054,0.19,0.038,0.0,0.0,0.0
1941-1950,0.079,0.227,0.29,0.923,0.0,0.08,0.209,0.241,0.137,0.0,0.0,0.0
1951-1960,0.934,0.194,0.564,0.049,0.08,0.0,0.884,0.897,0.724,0.012,0.005,0.0
1961-1970,0.448,0.184,0.476,0.054,0.209,0.884,0.0,0.523,0.739,0.022,0.075,0.003
1971-1980,0.494,0.114,0.504,0.19,0.241,0.897,0.523,0.0,0.889,0.004,0.0,0.0
1981-1990,0.56,0.077,0.295,0.038,0.137,0.724,0.739,0.889,0.0,0.002,0.004,0.0
1991-2000,0.012,0.0,0.024,0.0,0.0,0.012,0.022,0.004,0.002,0.0,0.003,0.0
2001-2010,0.001,0.0,0.003,0.0,0.0,0.005,0.075,0.0,0.004,0.003,0.0,0.8
2011-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.8,0.0
