synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s14251,atmosphäre,1901-1910,1911-1920,0.0735699476063796,0.11817332580489388
s14251,atmosphäre,1911-1920,1921-1930,0.13753153512112953,0.13129313316703528
s14251,atmosphäre,1921-1930,1931-1940,0.053855468586631594,0.15129729433428013
s14251,atmosphäre,1931-1940,1941-1950,0.026605970964747604,0.06620266606774902
s14251,atmosphäre,1941-1950,1951-1960,0.10846809456727993,0.10116389757130492
s14251,atmosphäre,1951-1960,1961-1970,0.06102927396262823,0.06793519766319818
s14251,atmosphäre,1961-1970,1971-1980,0.05075798393409847,0.07093136676068662
s14251,atmosphäre,1971-1980,1981-1990,0.09653980141382003,0.10151296130836664
s14251,atmosphäre,1981-1990,1991-2000,0.05666459854162325,0.012413940430454812
s14251,atmosphäre,1991-2000,2001-2010,0.06607961366704486,0.09738724227307236
