synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s11625,flügel,1901-1910,1911-1920,0.11974858211063598,0.24894233474956234
s11625,flügel,1911-1920,1921-1930,0.029424530967703727,0.3516823406479063
s11625,flügel,1921-1930,1931-1940,0.05065930378129581,0.22181593544110145
s11625,flügel,1931-1940,1941-1950,0.09683494592362267,0.905794226274998
s11625,flügel,1941-1950,1951-1960,0.030599892844899543,0.09999901539758049
s11625,flügel,1951-1960,1961-1970,0.17488225899993873,0.7551718970190324
s11625,flügel,1961-1970,1971-1980,0.03448785012278677,0.11538799458647837
s11625,flügel,1971-1980,1981-1990,0.12807578301999453,0.10147702937760178
s11625,flügel,1981-1990,1991-2000,0.1591251655166464,0.29133759278707966
s11625,flügel,1991-2000,2001-2010,0.026409702899798045,0.08979312267240377
