timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1961-1970,6,9.467589258158885,0.0
1901-1910,2011-2018,10,8.67454193866666,0.0
1901-1910,1981-1990,8,10.109016028568236,0.0
1901-1910,1971-1980,7,8.766482075426254,0.0
1911-1920,1971-1980,6,8.701432382948571,0.0
1911-1920,1981-1990,7,9.933792124244816,0.0
1911-1920,1951-1960,4,7.6245340775951265,0.0
1911-1920,1931-1940,2,8.046180265015504,0.0
1921-1930,1961-1970,4,7.0394353780798635,0.0
1921-1930,2011-2018,8,6.280807416463157,0.0
1951-1960,1981-1990,3,6.262988988257682,0.0
1951-1960,1961-1970,1,6.394512536677155,0.0
1921-1930,1981-1990,6,7.644511808069747,0.0
1921-1930,1971-1980,5,6.3983143666643025,0.0
1921-1930,1931-1940,1,6.022772331891274,0.0
1901-1910,2001-2010,9,7.493811557623635,0.001
1921-1930,1951-1960,3,5.791233129877896,0.001
1911-1920,2011-2018,9,8.619719660954079,0.001
1901-1910,1931-1940,3,8.012600200396928,0.001
1911-1920,1961-1970,5,9.090503438230625,0.002
1911-1920,2001-2010,8,7.433545026190354,0.002
1901-1910,1951-1960,5,6.98373543519958,0.003
1901-1910,1941-1950,4,7.269270770798669,0.006
1951-1960,1971-1980,2,5.2040767127365655,0.009
1911-1920,1941-1950,3,7.1933839382131275,0.012
1921-1930,2001-2010,7,5.167106514092677,0.013
1951-1960,2011-2018,5,5.29680166953471,0.016
1961-1970,2001-2010,3,5.732389664911198,0.017
1931-1940,2001-2010,6,4.859543195726896,0.02
1981-1990,2001-2010,1,5.604373768952186,0.021
1921-1930,1941-1950,2,5.283018638759354,0.029
1931-1940,1981-1990,5,4.653446783244046,0.031
1941-1950,1981-1990,4,5.542384198312055,0.043
1911-1920,1921-1930,1,6.524533019633368,0.044
