timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1971-1980,7,3.351601712086176,0.0
1901-1910,2011-2018,11,3.3988046265463905,0.0
1901-1910,2001-2010,10,3.141083162633825,0.0
1901-1910,1991-2000,9,3.8385601920956853,0.0
1911-1920,2011-2018,10,2.9023428306137773,0.0
1921-1930,1991-2000,7,3.230519411532396,0.0
1911-1920,1991-2000,8,3.3716485977844903,0.0
1931-1940,1991-2000,6,3.331268493052036,0.0
1941-1950,2011-2018,7,3.0140632255173814,0.0
1941-1950,1991-2000,5,3.414156502685797,0.0
1941-1950,2001-2010,6,2.7044881707971973,0.0
1951-1960,1991-2000,4,3.0122409464785393,0.0
1981-1990,1991-2000,1,3.0189851517233195,0.0
1911-1920,2001-2010,9,2.5843887946513866,0.001
1961-1970,1991-2000,3,2.838707085507752,0.001
1901-1910,1981-1990,8,2.3468397814416515,0.001
1921-1930,2001-2010,8,2.5898620906164527,0.002
1921-1930,2011-2018,9,2.8032894483721242,0.002
1931-1940,2001-2010,7,2.584034203373207,0.003
1911-1920,1971-1980,6,3.0706710615732224,0.003
1981-1990,2001-2010,2,2.570950650083515,0.003
1941-1950,1971-1980,3,2.9407310733273717,0.004
1931-1940,2011-2018,8,2.7593926634490384,0.004
1961-1970,2011-2018,5,3.0809431330017363,0.006
1921-1930,1971-1980,5,2.917888317072693,0.006
1951-1960,2011-2018,6,2.8939371344028393,0.011
1901-1910,1961-1970,6,2.459799235537298,0.012
1901-1910,1951-1960,5,2.166264775405649,0.014
1971-1980,1991-2000,2,2.812233678000473,0.016
1931-1940,1971-1980,4,2.875334128668028,0.017
1951-1960,2001-2010,5,2.507806859995802,0.02
1941-1950,1981-1990,4,2.0234675720818704,0.022
1921-1930,1981-1990,6,2.0314150452253186,0.024
1991-2000,2011-2018,2,2.603644255679899,0.027
1971-1980,2001-2010,3,2.8822976776356968,0.032
