,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1991-2000
1911-1920,0.0,15.930453293106982,7.399313437407588,10.199892974984673,14.553065220089874,10.423944009594425
1921-1930,15.930453293106982,0.0,14.088836707898368,17.300205358748098,16.60477519305512,13.819731551577453
1931-1940,7.399313437407588,14.088836707898368,0.0,11.544090854814886,13.431298098118969,10.091965973855256
1941-1950,10.199892974984673,17.300205358748098,11.544090854814886,0.0,14.738761430030118,10.614601257576725
1951-1960,14.553065220089874,16.60477519305512,13.431298098118969,14.738761430030118,0.0,11.21446222208357
1991-2000,10.423944009594425,13.819731551577453,10.091965973855256,10.614601257576725,11.21446222208357,0.0
