,1901-1910,1951-1960,1991-2000,2001-2010
1901-1910,0.0,20.751733222751874,17.60996787593839,18.56345933662048
1951-1960,20.751733222751874,0.0,12.86634558997338,12.78106642331515
1991-2000,17.60996787593839,12.86634558997338,0.0,8.883389867407896
2001-2010,18.56345933662048,12.78106642331515,8.883389867407896,0.0
