,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1931-1940,0.0,0.12,0.394,0.17,0.062,0.132,0.017,0.29
1941-1950,0.12,0.0,0.019,0.963,0.778,0.429,0.221,0.531
1951-1960,0.394,0.019,0.0,0.069,0.015,0.041,0.009,0.133
1961-1970,0.17,0.963,0.069,0.0,0.82,0.942,0.234,0.789
1971-1980,0.062,0.778,0.015,0.82,0.0,0.52,0.417,0.645
1981-1990,0.132,0.429,0.041,0.942,0.52,0.0,0.2,0.794
2001-2010,0.017,0.221,0.009,0.234,0.417,0.2,0.0,0.155
2011-2018,0.29,0.531,0.133,0.789,0.645,0.794,0.155,0.0
