timespan_1,timespan_2,distance,drift_magnitude,p_value
1921-1930,1981-1990,6,8.20740522620703,0.0
1921-1930,1991-2000,7,7.338861117307473,0.0
1911-1920,2001-2010,9,7.453879594419179,0.0
1921-1930,2001-2010,8,7.040619415974509,0.0
1941-1950,1991-2000,5,6.773090466362458,0.0
1941-1950,2001-2010,6,7.1375682979966255,0.0
1911-1920,1991-2000,8,7.29005128312642,0.002
1941-1950,2011-2018,7,7.0096369393535465,0.004
1951-1960,2001-2010,5,7.391658790072426,0.005
1901-1910,1991-2000,9,8.228872478848738,0.007
1921-1930,2011-2018,9,7.1195989376197275,0.009
1901-1910,2001-2010,10,8.201797764995401,0.012
1941-1950,1981-1990,4,7.4861151664411185,0.015
1951-1960,2011-2018,6,7.665591411666286,0.025
1951-1960,1991-2000,4,6.905369988794843,0.026
1951-1960,1981-1990,3,8.011012264708052,0.029
1911-1920,2011-2018,10,7.667913528458952,0.033
1961-1970,2001-2010,4,7.252053136632348,0.034
1911-1920,1921-1930,1,7.845031870171248,0.044
