synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s42158,atmosphäre,1901-1910,1911-1920,0.00972881151645778,0.4671693766382557
s42158,atmosphäre,1911-1920,1921-1930,0.026586076571012026,0.4257281865603505
s42158,atmosphäre,1921-1930,1931-1940,0.012953925315761493,0.20553031630967133
s42158,atmosphäre,1931-1940,1941-1950,0.02236005697506188,0.3178595721010595
s42158,atmosphäre,1941-1950,1951-1960,0.017562063292026565,0.32538909528253546
s42158,atmosphäre,1951-1960,1961-1970,0.014046995702700876,0.4946871525517866
s42158,atmosphäre,1961-1970,1971-1980,0.007681387674236498,0.6608214124317005
s42158,atmosphäre,1971-1980,1981-1990,0.06417305391704667,0.1920947904658043
s42158,atmosphäre,1981-1990,1991-2000,0.05210308659856711,0.23362849421408213
s42158,atmosphäre,1991-2000,2001-2010,0.010497924119837536,0.4783416554659164
