,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.225,0.255,0.201,0.281,0.327,0.102,0.235,0.385,0.181,0.13,0.031
1911-1920,0.225,0.0,0.647,0.549,0.196,0.858,0.15,0.742,0.285,0.167,0.056,0.011
1921-1930,0.255,0.647,0.0,0.245,0.53,0.566,0.276,0.877,0.307,0.315,0.144,0.086
1931-1940,0.201,0.549,0.245,0.0,0.158,0.924,0.243,0.657,0.146,0.078,0.108,0.009
1941-1950,0.281,0.196,0.53,0.158,0.0,0.36,0.088,0.633,0.796,0.374,0.208,0.159
1951-1960,0.327,0.858,0.566,0.924,0.36,0.0,0.525,0.975,0.655,0.783,0.403,0.054
1961-1970,0.102,0.15,0.276,0.243,0.088,0.525,0.0,0.36,0.045,0.224,0.008,0.0
1971-1980,0.235,0.742,0.877,0.657,0.633,0.975,0.36,0.0,0.483,0.253,0.184,0.027
1981-1990,0.385,0.285,0.307,0.146,0.796,0.655,0.045,0.483,0.0,0.799,0.905,0.321
1991-2000,0.181,0.167,0.315,0.078,0.374,0.783,0.224,0.253,0.799,0.0,0.409,0.02
2001-2010,0.13,0.056,0.144,0.108,0.208,0.403,0.008,0.184,0.905,0.409,0.0,0.674
2011-2018,0.031,0.011,0.086,0.009,0.159,0.054,0.0,0.027,0.321,0.02,0.674,0.0
