synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s47572,schimmel,1901-1910,1911-1920,0.04079363372344081,0.5155838217593552
s47572,schimmel,1911-1920,1921-1930,0.020208145970627808,0.16635255590664697
s47572,schimmel,1921-1930,1931-1940,0.04976261558733515,0.09595653815900718
s47572,schimmel,1931-1940,1941-1950,0.01887022861849598,0.09188383387102149
s47572,schimmel,1941-1950,1951-1960,0.014300248778442897,0.046671111432298705
s47572,schimmel,1951-1960,1961-1970,0.017410916179975783,0.6168801443116758
s47572,schimmel,1961-1970,1971-1980,0.03638810913840675,0.11193902749766374
s47572,schimmel,1971-1980,1981-1990,0.040051961770682355,0.16785126367324385
s47572,schimmel,1981-1990,1991-2000,0.008757104174024258,0.24506357535294085
s47572,schimmel,1991-2000,2001-2010,0.02613087487785653,0.07992955347671671
