,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1991-2000
1911-1920,0.0,1.0,0.738,0.322,1.0,1.0
1921-1930,1.0,0.0,0.376,0.465,1.0,0.752
1931-1940,0.738,0.376,0.0,0.192,0.751,0.48
1941-1950,0.322,0.465,0.192,0.0,0.325,0.334
1951-1960,1.0,1.0,0.751,0.325,0.0,1.0
1991-2000,1.0,0.752,0.48,0.334,1.0,0.0
