1921-1930,1931-1940,1941-1950,1951-1960,1991-2000
0.156006063024203,1.0837240666151047,-0.4209682295719782,-0.383868932723999,-0.08313043415546417
-0.5368279591202736,0.04784980167945227,0.21768238643805185,-0.5589219778776169,0.4500470533967018
-0.07997077703475952,-0.017160214483737946,-0.855288028717041,1.4833895340561867,-0.6519454419612885
0.010710200915733992,-0.1488194577395916,-0.3025808824847142,0.07306871004402637,0.35554344207048416
0.13118047267198563,-0.09501787771781287,0.5424857487281164,-1.1159163117408752,0.4681028723716736
-0.04595217357079188,-0.008179838458697006,-0.36023517946402234,0.40011607855558395,0.08321049809455872
0.07975312819083531,-0.6873385248084863,0.448091808706522,-0.33846141397953033,0.001742035150527954
0.12191723783810937,-0.7750716619193554,0.4837478908399741,-0.22157922387123108,-1.3698914349079132
-0.07061529656251271,-0.029149005810419723,-0.14529816061258316,-0.2537061348557472,0.7860682308673859
-0.6831713616847992,0.012533326943715409,0.18419741714994115,-0.12162328884005547,0.06056493520736694
0.5046188781658808,-0.1533297176162402,-0.20452849194407463,-0.5770954750478268,1.2215108275413513
0.19724059353272122,0.07561519493659337,-0.2791699133813381,0.7282080017030239,-0.6726903915405273
0.8813528890411059,-0.23182012885808945,-0.11846151451269785,0.4618285745382309,-0.182727487757802
-0.21350393444299698,0.637564554810524,-0.7942923158407211,0.4676113538444042,-0.7041285745799541
-0.42786865929762524,0.4599744925896327,0.43932269513607025,0.2254013866186142,-1.0123880803585052
-0.14069301138321558,0.22139922529459,0.6155414978663126,-1.1557714343070984,-0.42169103026390076
-0.26192783067623776,0.0758879656593005,-0.8343343250453472,0.35610318556427956,0.017763368785381317
0.9113461176554362,0.2731632093588511,-0.4685781051715215,0.04526689648628235,-0.07123301923274994
0.9438355068365732,0.3041615088780721,0.1191144585609436,-0.04621568322181702,-0.1906217336654663
0.030034710963567093,0.46972309052944183,-0.02003497195740539,1.752311347052455,-2.1686983183026314
-0.29042285184065497,-0.044325344264507294,0.7056122074524561,-0.525314599275589,0.44002000987529755
-0.09322096655766168,-0.6253641371925672,0.21375614404678345,-0.04720187187194824,0.5610995590686798
0.0460918340831995,-0.4440694047758976,0.7244739482800165,0.006415039300918579,0.11682868003845215
0.33846806983153027,-0.18779465556144714,-0.24837924043337503,0.1992977261543274,0.25475016981363297
0.634331151843071,0.6077407002449036,-0.5825597643852234,-0.03210458159446716,0.5552597194910049
0.4511069556077321,0.03889838357766473,-0.27242229382197064,-0.9591747969388962,0.6512260735034943
1.5647774065534275,0.18246983985106147,0.09596517930428188,-0.17571669816970825,0.051517799496650696
0.15935201446215308,0.1448757996161779,0.4112332761287689,0.4016209691762924,-0.2923179715871811
0.486637810866038,0.20462712583442527,0.18283788580447435,-0.2956797583028674,0.38465460017323494
-0.07844037314256033,0.11075862248738608,-0.2658154293894768,-0.21681607514619827,-0.18549320101737976
0.073290990665555,-0.561007101709644,0.7583630631367365,-0.9855244606733322,1.0702849626541138
-0.5167884702483813,0.19577269814908504,-0.2137086403866609,0.6235764306038618,-0.6756908148527145
-0.6210363010565441,0.8048267066478729,-0.4760448162754377,0.42701932042837143,0.1815565526485443
-0.3050157117346923,0.3087131182352702,-0.5656248182058334,0.9740767031908035,-1.095149040222168
0.4057644158601761,0.2910212030013402,-0.013538253804047901,0.16501711308956146,-0.3645390197634697
-0.18758194148540497,-0.2781476080417633,-0.21020341664552689,0.1775320116430521,0.13129414431750774
0.5377566795796156,0.40403510319689906,0.0958524097998937,-0.18846258893609047,-0.6152777187526226
0.18021607398986816,-0.8066784044106802,0.08013551433881125,0.40475356578826904,-0.6897543668746948
-0.11546913161873817,-0.9906290334959825,0.6802278117587169,0.19319133087992668,-0.14469810761511326
-0.6728992859522501,0.03460255265235901,0.1465045881147186,0.13146078865975142,-0.19232512265443802
0.6765538702408473,-0.14493595063686374,-0.010787683228651673,-0.13940372318029404,0.1018892228603363
0.02817199130853018,0.485026036699613,-0.4757782320181529,-0.45604395866394043,0.6884580701589584
-0.4809921632210413,0.6342139591773351,-0.3893422881762187,-0.29743945598602295,-0.28830263018608093
1.1528504838546119,0.8331074838836987,-1.7136292929450672,2.026203989982605,1.6032164692878723
0.0040714330971241,0.4299421521524588,-0.3131666208306948,0.5947896763682365,-0.2873169481754303
0.15594002107779187,0.4382616045574347,-0.6847661448021729,-0.5668834298849106,0.3066464066505432
0.12962556878725687,-0.5377238194147745,0.7642742320895195,-0.6142663881182671,0.9989559352397919
