,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.509,0.141,0.033,0.018,0.057,0.009,0.023,0.108,0.975,0.036,0.102
1911-1920,0.509,0.0,0.542,0.642,0.236,0.708,0.082,0.203,0.414,0.857,0.307,0.203
1921-1930,0.141,0.542,0.0,0.241,0.083,0.418,0.008,0.034,0.563,0.731,0.35,0.321
1931-1940,0.033,0.642,0.241,0.0,0.158,0.93,0.287,0.262,0.058,0.297,0.081,0.095
1941-1950,0.018,0.236,0.083,0.158,0.0,0.401,0.003,0.006,0.014,0.069,0.04,0.043
1951-1960,0.057,0.708,0.418,0.93,0.401,0.0,0.103,0.133,0.373,0.465,0.408,0.217
1961-1970,0.009,0.082,0.008,0.287,0.003,0.103,0.0,0.853,0.051,0.33,0.002,0.012
1971-1980,0.023,0.203,0.034,0.262,0.006,0.133,0.853,0.0,0.053,0.573,0.017,0.078
1981-1990,0.108,0.414,0.563,0.058,0.014,0.373,0.051,0.053,0.0,0.972,0.252,0.113
1991-2000,0.975,0.857,0.731,0.297,0.069,0.465,0.33,0.573,0.972,0.0,0.839,0.727
2001-2010,0.036,0.307,0.35,0.081,0.04,0.408,0.002,0.017,0.252,0.839,0.0,0.605
2011-2018,0.102,0.203,0.321,0.095,0.043,0.217,0.012,0.078,0.113,0.727,0.605,0.0
