,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.684,0.682,0.982,0.675,0.304,0.568,0.72,0.633,0.712,0.19,0.721
1911-1920,0.684,0.0,0.129,0.813,0.697,0.026,0.089,0.257,0.569,0.201,0.322,0.334
1921-1930,0.682,0.129,0.0,0.653,0.185,0.517,0.786,0.767,0.201,0.299,0.011,0.422
1931-1940,0.982,0.813,0.653,0.0,0.665,0.302,0.629,0.852,0.94,0.808,0.363,0.866
1941-1950,0.675,0.697,0.185,0.665,0.0,0.08,0.12,0.364,0.29,0.168,0.089,0.287
1951-1960,0.304,0.026,0.517,0.302,0.08,0.0,0.97,0.199,0.109,0.27,0.005,0.148
1961-1970,0.568,0.089,0.786,0.629,0.12,0.97,0.0,0.434,0.285,0.456,0.022,0.313
1971-1980,0.72,0.257,0.767,0.852,0.364,0.199,0.434,0.0,0.624,0.719,0.254,0.929
1981-1990,0.633,0.569,0.201,0.94,0.29,0.109,0.285,0.624,0.0,0.698,0.286,0.679
1991-2000,0.712,0.201,0.299,0.808,0.168,0.27,0.456,0.719,0.698,0.0,0.025,0.567
2001-2010,0.19,0.322,0.011,0.363,0.089,0.005,0.022,0.254,0.286,0.025,0.0,0.079
2011-2018,0.721,0.334,0.422,0.866,0.287,0.148,0.313,0.929,0.679,0.567,0.079,0.0
