synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s50968,virus,1901-1910,1911-1920,0.007749650397038681,0.23200828383903294
s50968,virus,1911-1920,1921-1930,0.030926003315673103,0.220204414751239
s50968,virus,1921-1930,1931-1940,0.013051867650917263,0.10784635385909
s50968,virus,1931-1940,1941-1950,0.01591395470446771,0.4250226859393971
s50968,virus,1941-1950,1951-1960,0.03431446730256239,0.18820366817457113
s50968,virus,1951-1960,1961-1970,0.0045230545182646095,0.4360954173589095
s50968,virus,1961-1970,1971-1980,0.0034615272982890747,0.2514196324988509
s50968,virus,1971-1980,1981-1990,0.0055108108538856814,0.26582429632300186
s50968,virus,1981-1990,1991-2000,0.008211110466336175,0.13298265830281392
s50968,virus,1991-2000,2001-2010,0.006325155156669361,0.3752333131407473
