,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.021,0.183,0.039,0.071,0.199,0.083,0.066,0.107,0.392,0.028,0.046
1911-1920,0.021,0.0,0.544,0.583,0.081,0.049,0.32,0.011,0.059,0.605,0.278,0.22
1921-1930,0.183,0.544,0.0,0.334,0.292,0.098,0.454,0.031,0.209,0.777,0.687,0.582
1931-1940,0.039,0.583,0.334,0.0,0.045,0.63,0.363,0.014,0.034,0.654,0.355,0.412
1941-1950,0.071,0.081,0.292,0.045,0.0,0.101,0.366,0.107,0.352,0.518,0.044,0.158
1951-1960,0.199,0.049,0.098,0.63,0.101,0.0,0.076,0.007,0.028,0.12,0.204,0.195
1961-1970,0.083,0.32,0.454,0.363,0.366,0.076,0.0,0.1,0.124,0.801,0.159,0.706
1971-1980,0.066,0.011,0.031,0.014,0.107,0.007,0.1,0.0,0.049,0.282,0.029,0.071
1981-1990,0.107,0.059,0.209,0.034,0.352,0.028,0.124,0.049,0.0,0.568,0.078,0.111
1991-2000,0.392,0.605,0.777,0.654,0.518,0.12,0.801,0.282,0.568,0.0,0.62,0.605
2001-2010,0.028,0.278,0.687,0.355,0.044,0.204,0.159,0.029,0.078,0.62,0.0,0.372
2011-2018,0.046,0.22,0.582,0.412,0.158,0.195,0.706,0.071,0.111,0.605,0.372,0.0
