,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1901-1910,0.0,6.5142103870953445,5.336971347649461,6.103450209787586,7.376160396239142,7.064870834328853,9.33574166617958,8.94452858515678,9.280893962874858,5.814295021166989,6.215004659683899
1911-1920,6.5142103870953445,0.0,5.503900401671212,4.817489285398994,5.413367101177856,6.876057685299673,7.941749465388696,7.640740303511566,8.326537445534731,6.520012754084701,6.9010325006294
1921-1930,5.336971347649461,5.503900401671212,0.0,4.213788036705843,5.6982877380629615,7.290893707543006,8.187440816773723,6.930247044863999,9.017397910897191,7.15473177486121,6.355739232968001
1931-1940,6.103450209787586,4.817489285398994,4.213788036705843,0.0,3.420117068358129,6.468724548031744,7.026771050164422,6.988988208248409,7.18394233422717,6.464680129776729,6.338700465555356
1941-1950,7.376160396239142,5.413367101177856,5.6982877380629615,3.420117068358129,0.0,7.176267946190347,7.929500634807864,7.889256109650117,6.546036258913832,7.220347582047825,7.295920475280667
1951-1960,7.064870834328853,6.876057685299673,7.290893707543006,6.468724548031744,7.176267946190347,0.0,9.245547932162372,8.355013205772485,9.185208364211386,6.32346651038672,6.393116681445881
1961-1970,9.33574166617958,7.941749465388696,8.187440816773723,7.026771050164422,7.929500634807864,9.245547932162372,0.0,7.841101342094904,9.154854666439954,8.87331061001974,10.261897827037473
1971-1980,8.94452858515678,7.640740303511566,6.930247044863999,6.988988208248409,7.889256109650117,8.355013205772485,7.841101342094904,0.0,9.144441846404817,8.63155530155599,8.13128927227217
1981-1990,9.280893962874858,8.326537445534731,9.017397910897191,7.18394233422717,6.546036258913832,9.185208364211386,9.154854666439954,9.144441846404817,0.0,8.737581199951546,9.339860528825659
2001-2010,5.814295021166989,6.520012754084701,7.15473177486121,6.464680129776729,7.220347582047825,6.32346651038672,8.87331061001974,8.63155530155599,8.737581199951546,0.0,5.814268363173193
2011-2018,6.215004659683899,6.9010325006294,6.355739232968001,6.338700465555356,7.295920475280667,6.393116681445881,10.261897827037473,8.13128927227217,9.339860528825659,5.814268363173193,0.0
