1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
-0.234679803853132,0.35359419795337765,0.0846651294032034,-0.19149194250045834,-0.05091146084156876,0.3264576941728592,-0.2835160021463202,-0.49818588813973796,0.5819601850727429,-0.25142639786373455,0.04806084993231313
0.1939047201411273,-0.08892310776912965,0.01122930759780394,0.13642741822092647,-0.14612424965444187,-0.06292056823814557,-0.5065643750493312,0.20807984460973078,0.21930776103936994,0.08371700438066992,-0.156523937778917
-0.10394300719392702,0.04332824466027485,-0.10960967187683512,0.037085010112380634,-0.020401491574486896,0.12763923239628117,0.02954930665695832,-0.2081184888051616,0.19598552555992055,0.0006142457752682517,-0.13304764358080412
-0.25701429491062044,0.07052128157464038,0.26743015555661515,-0.22773243474035426,0.02823984942265917,0.31190626432320906,-0.12229722256047856,-0.4955417530404197,0.35628232832711476,0.17980808418264593,-0.18997158100286488
-0.07396685013994138,-0.09515685631692061,0.15949797234624732,0.09083950363806095,0.06196607709197062,-0.12122534172875542,0.03331327475607395,0.07941521517932415,-0.2602060197924192,0.26157192415608976,-0.05997912949148231
0.1292673028764073,-0.2175177507008086,0.3570605455787883,-0.27719529287563216,0.1377841193533066,-0.09911249003240041,0.0620542940166261,0.31753519508573746,-0.25448447236647975,-0.15828516126154912,-0.15341616283286674
0.27796405207431113,-0.10376302987794606,-0.07189542860191611,-0.061175504404419656,-0.1496256789838781,0.028239254121269514,0.07706446622808771,0.24272061760226887,-0.11829495344024438,-0.061020669854849885,0.05980513013145394
0.13415030663112287,-0.31539737173223586,0.22186516359543085,0.0014386307592336722,-0.11168895650426952,-0.1476245883386582,0.06928586846010554,0.2952831196340008,-0.0599736959243623,-0.15608667661077702,-0.17678450051419162
-0.007091214120584097,-0.007876616559530564,-0.007720419163469161,0.05317005801573657,-0.11378560673293411,0.18259697298386268,0.12883637984179788,-0.27184747056000763,-0.16291201805982453,0.15738730807276954,0.20948946658181883
0.01491224265804416,-0.2606769435990014,0.14526854673681103,0.11804680355262853,-0.10063782018818418,-0.07840496655553579,0.0539049798734292,0.32179640479201527,0.10274138006095129,-0.38962409087037153,0.06694296881785645
-0.054344646157138576,-0.0456491102973729,0.09319378490713567,-0.14171600779931384,0.14189984130540062,-0.18537481473758816,-0.036551090133272957,0.3438643402316504,-0.36006422699070895,0.20582691973182732,-0.27035943860688283
-0.2091404732069832,0.14304984264351706,-0.08334080810690747,-0.060342047958294676,0.06781115218502831,0.05070047151696472,0.4017690073026137,-0.17963265746624935,-0.25188695521165544,0.09586453652214055,-0.28660127261614127
0.16341441577086213,-0.3323429939727396,0.28081317534315287,0.00562501701878293,0.0023468521480657922,0.05072651667786493,0.21652611338843905,-0.09383208684933683,-0.2579704842780932,0.19337519544821524,-0.06850921041849589
0.08474759607449661,0.05910735338341744,-0.07189696570418899,0.1495227714863532,-0.1165745565287617,0.08407515449715514,-0.2780827990008725,0.23315361162854564,0.12666800145346385,-0.10783082206354855,0.027963690851475043
-0.07503623733288817,0.0346281623239057,0.19533017430515343,-0.0776913284391616,-0.0980927745184424,0.3740617696728025,-0.29601533214251197,-0.5589376551409563,0.452258575707674,-0.01642734951539232,-0.026609552135351044
-0.06605484342060938,-0.022749244328043622,-0.008446658604834123,-0.05272596704732316,-0.09503496145563467,0.11249457720134942,0.2608403485682276,-0.20754373766895798,-0.34567587013141465,0.34068711942246,-0.14081438831866733
0.014093857469149734,0.031153029257515133,0.020915291136884534,0.020030791718869317,0.038681808155866304,-0.15018807049574598,-0.2760052377151119,0.461476983062716,-0.19483150231938523,0.1312772942589248,-0.14576748622428604
-0.30208940253278505,-0.023238302976415826,0.160854300454482,0.04381066340350803,-0.14081710937661024,0.20926743278146853,0.060339360192625036,-0.11777433959974182,0.10263436774794871,-0.055425378442793105,-0.008365336933700507
-0.00838070526196244,-0.06455111161299182,0.05983797544545871,-0.014954429363633948,0.21690444453923524,-0.3814542260885771,0.23482666768961485,0.12209689720637268,-0.07996164491543403,0.10136625360042512,-0.09029379329846177
0.15816632521721824,-0.1408026212604887,0.02568657911245703,0.08083595423339845,0.12589315438110915,-0.25880278655926564,0.698170753581346,-0.5820457151987486,-0.05217676072453076,0.046617027021596535,-0.08455598087385097
0.05196035657528258,0.11818693897579786,-0.18711252772196885,0.14908976450413047,-0.042820093948964244,0.14746808792863572,-0.3718487181338585,0.04373232937521404,0.014856633372031726,0.23539519053116278,-0.15461286385519007
0.11174400263514958,-0.07203334805212523,0.1039789431042185,0.032986327207514224,-0.08576342909197723,0.06953712687162417,-0.05111321803803245,-0.16406000692707798,0.14915266237221658,-0.07060942672459142,0.14384246790392335
-0.21800488496987153,0.17942213138372984,-0.24175682760599304,0.10041379941041456,0.16829165618163439,-0.4929345594519483,-0.10668673860943978,0.4084233505289174,0.14025851129554212,-0.10673019608449458,-0.0205157020670687
0.1155863444830997,0.19077147463823124,-0.20754123533807167,0.3052655527575295,-0.4937707857247823,0.34162521596465795,0.035981411197119284,-0.31378709793918663,0.18630184791982174,-0.1554954510980419,0.3184502295430296
-0.015201901202770873,-0.0862041742742411,0.09063567587608867,-0.013242538077238963,-0.20657390105176943,0.2709337757634265,0.205346848608719,0.1206216911992265,-0.12444700375915718,-0.10477123021629164,-0.23037146570446787
-0.3088899936280114,-0.1310459520326488,0.368742080991868,-0.25750877356705926,0.12710081286341113,-0.20389492373298185,0.293169236348735,-0.03918846396522391,0.006758925361702084,-0.1464468925822895,0.17673723511003625
-0.1441620045151384,-0.20171556989235717,0.43871216879508534,0.021753917223092945,-0.24856359557229646,0.24410921941910474,-0.6186182260099384,0.1767647271561954,0.19784033491920966,0.23211651993403726,-0.3175154132916341
0.020566504599334096,0.021941843684072843,0.005896430655286229,-0.05429443909469101,0.14085250042084302,-0.1984658040638481,0.20772742070257663,0.1278127315454185,-0.24222527741669464,0.04266632419427509,0.058994325880631415
-0.10413513688727322,-0.016340025466436536,0.18157248344346746,-0.08434155307196337,-0.0975341772926705,0.3269051936488332,-0.2519513837656834,0.2607722260420107,-0.35310119066315776,0.12079727601587448,0.010131020571977345
