timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1941-1950,4,4.899069126166534,0.0
1901-1910,1961-1970,6,6.295164008576139,0.0
1901-1910,2011-2018,11,5.606590211945902,0.0
1911-1920,1971-1980,6,8.234872633968589,0.0
1911-1920,1961-1970,5,6.138672332463375,0.001
1901-1910,1911-1920,1,5.407226553554609,0.001
1941-1950,1971-1980,3,7.753057966143469,0.001
1971-1980,2011-2018,4,8.14686627100485,0.003
1931-1940,1971-1980,4,8.105686420333134,0.005
1951-1960,1961-1970,1,7.125431076374998,0.005
1971-1980,2001-2010,3,7.908485058289023,0.006
1951-1960,2011-2018,6,6.665036589266773,0.007
1911-1920,1941-1950,3,4.701619876916699,0.007
1921-1930,1971-1980,5,8.239552106862524,0.009
1941-1950,1951-1960,1,5.944882630335009,0.009
1911-1920,1991-2000,8,6.636445423150079,0.01
1911-1920,2011-2018,10,5.383794604993773,0.011
1901-1910,1971-1980,7,7.735411458879412,0.015
1961-1970,1991-2000,3,7.020097388678694,0.016
1911-1920,2001-2010,9,5.3093390212588405,0.018
1911-1920,1951-1960,4,6.343094122100411,0.019
1951-1960,1971-1980,2,8.393432604669332,0.022
1931-1940,2011-2018,8,5.3229374117582555,0.024
1941-1950,1981-1990,4,7.711203629702899,0.025
1951-1960,1981-1990,3,8.744453147489043,0.026
1981-1990,2011-2018,3,8.242686156129693,0.027
1971-1980,1991-2000,2,8.372247184742708,0.03
1991-2000,2011-2018,2,6.48755091001126,0.04
1961-1970,1971-1980,1,7.864799667788785,0.041
