,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.682,0.787,0.18,0.833,0.444,0.268,0.029,0.388,0.835,0.285,0.526
1911-1920,0.682,0.0,0.972,0.538,0.911,0.842,0.972,0.076,0.836,0.827,0.744,0.92
1921-1930,0.787,0.972,0.0,0.557,0.567,0.4,0.329,0.279,0.305,0.955,0.455,0.518
1931-1940,0.18,0.538,0.557,0.0,0.882,0.437,0.808,0.371,0.949,0.547,0.709,0.925
1941-1950,0.833,0.911,0.567,0.882,0.0,0.968,0.917,0.202,0.941,0.391,0.602,0.929
1951-1960,0.444,0.842,0.4,0.437,0.968,0.0,0.653,0.077,0.927,0.346,0.597,0.923
1961-1970,0.268,0.972,0.329,0.808,0.917,0.653,0.0,0.137,0.542,0.248,0.772,0.882
1971-1980,0.029,0.076,0.279,0.371,0.202,0.077,0.137,0.0,0.16,0.237,0.272,0.143
1981-1990,0.388,0.836,0.305,0.949,0.941,0.927,0.542,0.16,0.0,0.285,0.454,0.935
1991-2000,0.835,0.827,0.955,0.547,0.391,0.346,0.248,0.237,0.285,0.0,0.459,0.527
2001-2010,0.285,0.744,0.455,0.709,0.602,0.597,0.772,0.272,0.454,0.459,0.0,0.617
2011-2018,0.526,0.92,0.518,0.925,0.929,0.923,0.882,0.143,0.935,0.527,0.617,0.0
