timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1991-2000,9,6.151465771749108,0.001
1901-1910,1981-1990,8,5.543613266041607,0.002
1901-1910,2011-2018,11,5.743258990942773,0.002
1901-1910,2001-2010,10,5.954208219584059,0.003
1901-1910,1951-1960,5,6.407665589902131,0.008
1911-1920,1991-2000,8,5.46108791022976,0.01
1931-1940,2001-2010,7,4.107659660376588,0.011
1911-1920,2001-2010,9,5.423132594877131,0.015
1911-1920,1981-1990,7,5.187994886896223,0.015
1971-1980,2001-2010,3,2.5686246262657457,0.017
1951-1960,2001-2010,5,2.8112826597461655,0.024
1901-1910,1971-1980,7,5.4286824610164475,0.026
1911-1920,1951-1960,4,5.903460967747152,0.026
1911-1920,2011-2018,10,5.489360165246196,0.031
1901-1910,1961-1970,6,5.304750860763281,0.031
1961-1970,2001-2010,4,2.4003017446493935,0.04
1901-1910,1941-1950,4,5.51357264506246,0.046
