timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1911-1920,1,6.9077625921388845,0.0
1901-1910,1991-2000,9,9.11364335958121,0.0
1901-1910,2011-2018,11,7.418345429629968,0.0
1911-1920,2001-2010,9,8.112490738871786,0.0
1911-1920,1981-1990,7,6.645469938847983,0.0
1911-1920,1961-1970,5,7.382488493024064,0.0
1911-1920,1941-1950,3,7.324274105322378,0.0
1911-1920,1931-1940,2,7.693324394283787,0.0
1911-1920,1991-2000,8,8.770107715434586,0.0
1931-1940,1991-2000,6,9.60220033612783,0.0
1921-1930,2011-2018,9,8.557622347161809,0.0
1931-1940,2011-2018,8,8.068763434579873,0.0
1951-1960,1991-2000,4,9.178112630781873,0.0
1941-1950,2011-2018,7,7.452782892899896,0.0
1931-1940,2001-2010,7,7.829685274419326,0.0
1911-1920,2011-2018,10,8.13360358257995,0.0
1961-1970,2011-2018,5,7.230495454414164,0.0
1971-1980,2011-2018,4,7.198764238392619,0.0
1981-1990,2011-2018,3,6.588058856653813,0.0
1991-2000,2011-2018,2,8.896015448464116,0.0
1981-1990,1991-2000,1,8.482324751593998,0.0
1951-1960,2011-2018,6,7.14703737951272,0.0
1941-1950,1991-2000,5,8.747700455226989,0.001
1911-1920,1951-1960,4,6.861100332471223,0.001
1971-1980,1991-2000,2,8.968665235041092,0.001
1961-1970,1991-2000,3,8.802998079971568,0.001
1901-1910,1921-1930,2,7.854856383079733,0.001
1921-1930,2001-2010,8,9.083084044836388,0.001
1901-1910,2001-2010,10,7.518318025603897,0.001
1921-1930,1991-2000,7,9.83475028095333,0.002
1951-1960,2001-2010,5,7.156683850900834,0.002
1921-1930,1931-1940,1,8.49515311767188,0.003
1921-1930,1981-1990,6,7.8292286449683,0.004
1921-1930,1961-1970,4,8.24539642444142,0.005
1921-1930,1941-1950,2,8.102226883741675,0.009
1911-1920,1921-1930,1,7.927180059132541,0.009
1981-1990,2001-2010,2,6.643029891624666,0.013
1991-2000,2001-2010,1,7.527582206888548,0.014
1931-1940,1981-1990,5,6.5692745596148425,0.016
1921-1930,1951-1960,3,7.743184154613467,0.019
1961-1970,2001-2010,4,7.118437900022819,0.021
1911-1920,1971-1980,6,6.643740293263329,0.022
1901-1910,1941-1950,4,6.268224593961409,0.041
1901-1910,1971-1980,7,6.343653699991394,0.041
