synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s29644,zeitung,1901-1910,1911-1920,0.031321869563275366,0.5494688317316457
s29644,zeitung,1911-1920,1921-1930,0.016638128711002297,0.3932532960011547
s29644,zeitung,1921-1930,1931-1940,0.06038598710686375,0.1664439937655017
s29644,zeitung,1931-1940,1941-1950,0.010209155452922888,0.537058307503092
s29644,zeitung,1941-1950,1951-1960,0.009802965517121454,0.136039718698037
s29644,zeitung,1951-1960,1961-1970,0.0077285359572302524,0.41580439386795326
s29644,zeitung,1961-1970,1971-1980,0.007360338733020215,0.15891530916422889
s29644,zeitung,1971-1980,1981-1990,0.06151915184568684,1.0568484752899776
s29644,zeitung,1981-1990,1991-2000,0.02950546107677298,0.24042039614585722
s29644,zeitung,1991-2000,2001-2010,0.020570348095374127,0.11864778723245571
