,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.0,0.001,0.055,0.041,0.081,0.102,0.041,0.269,0.0,0.001,0.0
1911-1920,0.0,0.0,0.009,0.0,0.0,0.001,0.0,0.022,0.0,0.0,0.0,0.0
1921-1930,0.001,0.009,0.0,0.003,0.009,0.019,0.005,0.169,0.004,0.002,0.001,0.0
1931-1940,0.055,0.0,0.003,0.0,0.812,0.385,0.125,0.306,0.016,0.0,0.0,0.0
1941-1950,0.041,0.0,0.009,0.812,0.0,0.458,0.187,0.73,0.087,0.001,0.056,0.0
1951-1960,0.081,0.001,0.019,0.385,0.458,0.0,0.905,0.784,0.167,0.0,0.002,0.0
1961-1970,0.102,0.0,0.005,0.125,0.187,0.905,0.0,0.9,0.505,0.001,0.021,0.0
1971-1980,0.041,0.022,0.169,0.306,0.73,0.784,0.9,0.0,0.603,0.001,0.094,0.0
1981-1990,0.269,0.0,0.004,0.016,0.087,0.167,0.505,0.603,0.0,0.0,0.013,0.0
1991-2000,0.0,0.0,0.002,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.014,0.0
2001-2010,0.001,0.0,0.001,0.0,0.056,0.002,0.021,0.094,0.013,0.014,0.0,0.161
2011-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.0
