timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1991-2000,9,10.025830000494967,0.0
1911-1920,1991-2000,8,8.111322054809532,0.0
1921-1930,2001-2010,8,9.446691298746243,0.0
1921-1930,1991-2000,7,8.545485694814845,0.0
1921-1930,2011-2018,9,9.278605945334595,0.0
1941-1950,2011-2018,7,7.767048521139678,0.001
1911-1920,2001-2010,9,9.18423252800379,0.001
1961-1970,2011-2018,5,8.038530936791913,0.001
1981-1990,2011-2018,3,8.50343134840293,0.002
1931-1940,2011-2018,8,8.085757831977348,0.005
1921-1930,1971-1980,5,8.196789352089557,0.007
1971-1980,2011-2018,4,7.248510234929481,0.008
1921-1930,1981-1990,6,9.353545055506006,0.009
1931-1940,1991-2000,6,7.178981723193527,0.01
1951-1960,1991-2000,4,7.633278052814817,0.01
1901-1910,2011-2018,11,10.200585975126238,0.011
1901-1910,2001-2010,10,10.509642904156081,0.011
1921-1930,1941-1950,2,8.183626859303226,0.015
1901-1910,1941-1950,4,9.739233333488974,0.015
1931-1940,2001-2010,7,8.103144769908148,0.017
1971-1980,1981-1990,1,7.677356078259667,0.023
1951-1960,2011-2018,6,8.39144149699885,0.023
1921-1930,1961-1970,4,8.318890531077688,0.026
1921-1930,1951-1960,3,9.215655222411176,0.026
1911-1920,2011-2018,10,8.375929107088783,0.029
1901-1910,1971-1980,7,9.329104100311618,0.031
1911-1920,1981-1990,7,8.96813193302574,0.031
1961-1970,2001-2010,4,7.73207798585868,0.032
1911-1920,1971-1980,6,7.7918181795420995,0.033
1991-2000,2011-2018,2,6.694110770095858,0.033
1961-1970,1981-1990,2,8.129219612512868,0.033
1981-1990,1991-2000,1,7.135886676689919,0.036
1971-1980,1991-2000,2,6.127165779315756,0.042
1911-1920,1941-1950,3,7.996811909448842,0.044
1951-1960,1971-1980,2,7.753699610816601,0.044
1901-1910,1921-1930,2,10.147658396077395,0.046
